"Name","Table Name","State","Data Category","Data Type","Description","Display Folder","Error Message","Format String","Is Hidden","Modified Time","Structure Modified Time","Sort by Column","Summarize By","Type","Expression"
"CORER_ERR","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"PROHIB_ERR","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ADD_TO_SPECIAL_GPA","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"BILLING_STS","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"CRS_TYPE","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"SRC_CDE","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"REPEAT_FLAG_LOCK","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"CRS_CLOCK_HRS","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"BEGIN_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"END_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ATTRIB_CDE","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"WORK_EXP","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"MUST_PAY","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"MUST_PAY_PAID","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"MUST_PAY_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"FEE_SEQUENCE_NUMBER","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"ADV_APPROVAL_REQ","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ADV_APPROVAL_REQ_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ADV_APPROVED","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ADV_APPROVAL_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"RESERVED_EMAIL_SENT_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"PESC_COURSE_CREDIT_BASIS_CDE","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"PESC_COURSE_LEVEL_CDE","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"DEVELOPMENTAL_CRS","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"FLAT_FEE","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"BILLING_PERIOD_ID","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Count","",""
"BILLING_OVERRIDE_DATE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"INTER_INSTITUTIONAL","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"IN_DISTRICT","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"STATE_FUNDED","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ST_UNFUNDED_REASON_DEF_APPID","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Count","",""
"HS_CREDIT_STATUS_DEF_APPID","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Count","",""
"INTER_INSTIT_VISITING_STUD","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ADD_TO_WITHDRAW_DROP","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"WITHDRAWAL_REASON_DEF_APPID","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Count","",""
"ADV_APPROVAL_READY","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"GRADE_NUMERIC","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"EDUC_SUCCESS_LEVEL_DEF_APPID","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Count","",""
"ESOL_COURSE","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"IS_CBE_STUDENT_SECTION","student_crs_hist","Ready","","Boolean","","","",""TRUE";"TRUE";"FALSE"","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"CRS_GROUP_ADVISING_REQ_CODES_APPID","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Count","",""
"CENSUS_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"LAST_WITHDRAWAL_DTE","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"ADVISOR_PARTY_APPID","student_crs_hist","Ready","","Int64","","","","0","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Count","",""
"UDEF_1A_1","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_1A_2","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_1A_3","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_2A_1","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_2A_2","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_3A_1","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_3A_2","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_DTE_1","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_DTE_2","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_3_2_1","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"UDEF_3_2_2","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"UDEF_5_2_1","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"UDEF_5_2_2","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"UDEF_1A_4","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_1A_5","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_2A_3","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_3A_3","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"UDEF_5_2_3","student_crs_hist","Ready","","Double","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","Sum","",""
"APPROWVERSION","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"USER_NAME","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"JOB_NAME","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"JOB_TIME","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"File_Name","student_crs_hist","Ready","","String","","","","","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
"Snapshot_Date","student_crs_hist","Ready","","DateTime","","","","General Date","True","12/21/2025 7:37:21 PM","12/21/2025 5:01:09 AM","","None","",""
